"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"10.02.2016","59,300","59,500","60,260","58,360","6,38M","0,25%"
"11.02.2016","58,830","58,660","60,040","57,010","7,31M","-0,79%"
"12.02.2016","60,910","59,440","61,250","59,260","6,19M","3,54%"
"15.02.2016","62,800","62,780","63,420","62,260","4,85M","3,10%"
"16.02.2016","62,330","63,540","63,670","61,690","3,63M","-0,75%"
"17.02.2016","64,860","62,730","65,230","62,600","5,33M","4,06%"
"18.02.2016","64,720","65,500","65,860","64,150","5,13M","-0,22%"
"19.02.2016","63,370","62,020","63,800","62,000","5,78M","-2,09%"
"22.02.2016","64,390","64,200","64,700","64,100","3,41M","1,61%"
"23.02.2016","62,850","64,010","64,210","62,600","4,31M","-2,39%"
"24.02.2016","60,280","62,850","62,910","59,670","5,97M","-4,09%"
"25.02.2016","60,770","61,170","61,690","59,670","4,74M","0,81%"
"26.02.2016","62,650","61,800","63,290","61,420","5,32M","3,09%"
"29.02.2016","63,100","61,730","63,240","61,400","4,21M","0,72%"
"01.03.2016","64,690","62,890","64,860","62,680","4,04M","2,52%"
"02.03.2016","66,390","65,280","66,530","65,100","4,62M","2,63%"
"03.03.2016","66,650","66,660","67,120","65,520","3,45M","0,39%"
"04.03.2016","67,300","67,150","67,720","66,450","4,37M","0,98%"
"07.03.2016","66,980","67,100","67,460","66,010","2,66M","-0,48%"
"08.03.2016","65,050","66,120","66,510","64,520","5,38M","-2,88%"
"09.03.2016","65,280","65,040","66,280","64,350","5,46M","0,35%"
"10.03.2016","62,560","65,300","67,600","62,360","9,27M","-4,17%"
"11.03.2016","65,090","63,970","65,280","63,530","4,12M","4,04%"
"14.03.2016","66,280","66,320","67,290","65,780","4,66M","1,83%"
"15.03.2016","66,430","66,140","66,870","65,840","3,85M","0,23%"
"16.03.2016","67,650","67,130","68,160","66,990","5,15M","1,84%"
"17.03.2016","66,630","68,500","68,520","65,210","5,17M","-1,51%"
"18.03.2016","67,270","66,650","67,450","66,170","12,20M","0,96%"
"21.03.2016","66,680","67,090","68,390","66,360","3,59M","-0,88%"
"22.03.2016","66,950","66,130","66,950","65,150","3,90M","0,40%"
"23.03.2016","67,280","67,480","68,250","66,800","4,95M","0,49%"
"24.03.2016","65,860","67,200","67,200","65,740","4,24M","-2,11%"
"29.03.2016","66,350","66,840","66,970","65,470","3,54M","0,74%"
"30.03.2016","67,930","66,760","68,400","66,750","4,32M","2,38%"
"31.03.2016","67,370","67,800","68,060","67,120","4,84M","-0,82%"
"01.04.2016","65,880","66,900","66,910","65,430","6,16M","-2,21%"
"04.04.2016","65,400","66,020","66,490","65,070","4,73M","-0,73%"
"05.04.2016","63,100","64,700","64,700","62,910","7,78M","-3,52%"
"06.04.2016","62,500","63,810","63,930","61,780","9,90M","-0,95%"
"07.04.2016","59,520","60,040","60,610","59,070","7,75M","-4,77%"
"08.04.2016","59,620","59,830","60,460","59,600","4,86M","0,17%"
"11.04.2016","60,500","59,530","60,930","58,900","3,80M","1,48%"
"12.04.2016","61,300","60,690","61,300","60,000","3,43M","1,32%"
"13.04.2016","63,500","62,330","63,700","62,190","5,07M","3,59%"
